oid,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
959,Hideaki Sava,Burtschick,1988,Guatemala,Defender,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
960,Sahrah Kimon,Muluszynski,1991,Gainesville,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
961,Zizette Polina,Herger,1980,El,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
962,Yadran Mechthild,Rayne,1983,South,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
963,Yili Junjie,Walrath,1988,Beaumont,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
964,Roger Kazi,Kraetzl,1990,Macon,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2011,Berardo Gerber
965,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
966,Andres Yahya,Wolin,1980,Istanbul,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
967,Gesine Tilmann,Cagman,1996,Corpus,Midfield,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
968,Sangjin Martin,Sezan,1985,Lisbon,Midfield,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
969,Huu Shian,Abraham,1988,Albuquerque,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
970,Hideaki Sava,Burtschick,1988,Guatemala,Defender,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
971,Hiroyuke Hagbal,Ro;dl,1992,Montgomery,Goalkeeper,Royal Antwerp F.C.,Salvador,BMO Field,2011,Rashi Papadourakis
972,Sangjin Martin,Sezan,1985,Lisbon,Defender,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
973,Elie Mart,Otillio,1982,Zihuatenejo,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
974,Mehryar Judi,Favre,1995,Amarillo,Midfield,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
975,Christopher Stamos,Munster,1993,Berlin,Defender,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
976,Oryal Tohru,Mikelsons,1997,Zihuatenejo,Forward,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
977,Kamal Carolyn,Kontos,1981,Green,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
978,Vijay Ravindranath,Codenie,1985,Montreal,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
979,Vishwani Konrad,Dingle,1983,Casper,Defender,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2014,Ahsan Kliger
980,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
981,Peteris Yusuf,Maxson,1989,Tokyo,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
982,Slawomir Wanli,Bertsekas,1996,Valdosta,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
983,Surnjani Catharine,Marciano,1980,Puebla,Forward,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
984,Chase Jed,Pascual,1984,Caracas,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
985,Athushi Belli,Gull,1977,Key,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
986,Hichum Ashok,Leifker,1984,Monroe,Goalkeeper,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
987,Asis Sinisa,Hennebert,1986,Elko,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
988,Hichum Ashok,Leifker,1984,Monroe,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
989,Gururaj Emilio,Mallorqui,1980,Santiago,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
990,Farzan Jakob,Onaga,1988,Huntington,Midfield,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
991,Elham Roy,Kupper,1997,Toledo,Midfield,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
992,Masum Zhenbing,Kwasny,1982,Charleston,Midfield,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
993,Hichum Ashok,Leifker,1984,Monroe,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
994,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
995,Guardian Yongjoon,Pierro,1994,Chattanooga,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
996,Siranush Maris,Kameda,1982,Gainesville,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
997,Laird Capers,Aigrain,1990,Vail,Defender,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
998,Ayal Waeil,Haining,1981,Wichita,Defender,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
999,Nasreddine Dongseung,Zallocco,1995,Leon,Midfield,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
1000,Adhemar Yanni,Sittig,1991,Chicago,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
1001,Pierangela Sudha,Tulley,1986,Greensboro,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1002,Elie Mart,Otillio,1982,Zihuatenejo,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
1003,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
1004,Ryoichi Ilan,Togni,1992,Vienna,Forward,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
1005,Zizette Polina,Herger,1980,El,Goalkeeper,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
1006,Nasreddine Ratko,Lesperance,1995,Buffalo,Goalkeeper,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1007,Mazin Emeka,Milicia,1989,New,Midfield,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
1008,Shunge Wop,Latch,1982,Guatemala,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
1009,Judy Brant,Prenel,1978,Worcester,Midfield,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
1010,Masahisa Prabhav,Blaschek,1980,Indianapolis,Midfield,FC Nordsjelland,Moscow,Estadio da Luz,2011,Cees Gunal
1011,Asis Sinisa,Hennebert,1986,Elko,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1012,Munir Sajal,Bottreau,1982,Charleston,Defender,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
1013,Gang Vivekananda,Hofstetter,1983,Mobile,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1014,Tatuo Bongki,Scofield,1992,Birmingham,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
1015,Judy Brant,Prenel,1978,Worcester,Goalkeeper,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
1016,Graham Kukhamay,McCain,1989,Barcelona,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
1017,Gesine Tilmann,Cagman,1996,Corpus,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
1018,Hing Seichi,Kehrer,1990,Conakry,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
1019,Attila Adelheit,Ebbinghaus,1983,Manchester,Forward,The New Saints F.C.,London,Santiago Bernabeu Stadium,2012,Mayan Tautenhahn
1020,Sangjin Martin,Sezan,1985,Lisbon,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
1021,Guardian Yongjoon,Pierro,1994,Chattanooga,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
1022,Yatsutaka Oivind,Lebib,1998,Prague,Defender,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
1023,Gesine Tilmann,Cagman,1996,Corpus,Defender,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
1024,Guisseppi Abdelmadjid,Newstead,1994,Istanbul,Midfield,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
1025,Zoubida Roch,Capps,1989,Toulouse,Goalkeeper,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
1026,Kazumiti Pin,Ziavras,1980,Orange,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1027,Joxan Barb,Eisenstadt,1977,Conakry,Forward,Grasshopper Club Zurich,Moscow,Gerhard Hanappi Stadium,2015,Olavi Gurd
1028,Fortune Orestes,Waack,1989,Cape,Forward,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1029,Izak Monte,Mattison,1992,Budapest,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
1030,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
1031,Athushi Belli,Gull,1977,Key,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
1032,Gernod Sowmitri,Harloff,1991,Monterrey,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
1033,Yadran Mechthild,Rayne,1983,South,Defender,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
1034,Clay Pawel,Kadar,1991,Sarasota,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1035,Sylvie Nathalie,Yang,1983,Long,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
1036,Shunge Wop,Latch,1982,Guatemala,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1037,Petko Maogang,Usha,1986,Nice,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
1038,Yili Junjie,Walrath,1988,Beaumont,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1039,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
1040,Jacob Efthimis,Guoxing,1986,Appleton,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
1041,Dallan Yoshioki,Nuzman,1990,Casper,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
1042,Yasusi Seongyeol,Clemm,1997,Des,Defender,FK Partizan,Orlando,White Hart Lane,2012,Ravindra Grnarov
1043,Yasusi Seongyeol,Clemm,1997,Des,Midfield,Grasshopper Club Zurich,Moscow,Gerhard Hanappi Stadium,2015,Olavi Gurd
1044,Takenobu Leighton,Derby,1989,Savannah,Forward,Valencia CF,Munich,Stadio Olimpico,2011,Vagan Smallwood
1045,Martii Mischa,Matyska,1978,Pasco,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
1046,Lundy Bharathi,Remp,1979,Elko,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
1047,Zizette Polina,Herger,1980,El,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1048,Catherina Loan,Kolvik,1980,Killeen,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
1049,Otthein Naftaly,Hogan,1976,Salvador,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
1050,Toshiro Ryouichi,Nekvinda,1976,Great,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
1051,Kamal Carolyn,Kontos,1981,Green,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
1052,Ludomir Franziska,Hinnebusch,1989,White,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
1053,Jialin Sartaj,Vinay,1995,Santiago,Midfield,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
1054,Jianlin Guanghui,Rudstrom,1979,Des,Defender,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
1055,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1056,Guilang Prasant,Clasen,1982,Fairbanks,Forward,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1057,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
1058,Bhuwan Percy,Bouabdallah,1984,Guangzhou,Forward,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
1059,Osmar Norton,Gove,1975,Paris,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
1060,Maggie Zhiqiang,Dabipi,1980,La,Defender,P.a.o.k Fc,Munich,Allianz Arena Olympic Stadium Munich,2012,Sreenivas Wohr
1061,Hucang Xiaoyong,Bernabeu,1996,Boise,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
1062,Murat Luc,Kusakabe,1993,Cody,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1063,Luitpold Avra,Guyton,1981,Des,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
1064,Nicol Kathrin,Badache,1994,Key,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
1065,Dallas Chongkye,Timkovsky,1988,Panama,Forward,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1066,Alison Pierdaniele,Knauff,1992,Mobile,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
1067,Gennadi Ciprian,Kubicar,1995,Madrid,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
1068,Basem Noemie,Ashish,1997,Windhoek,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2012,Atsuyuki Jayaprakash
1069,Ryoichi Ilan,Togni,1992,Vienna,Midfield,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
1070,Sylvie Nathalie,Yang,1983,Long,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
1071,Chitresh Harlan,Babb,1991,Copenhagen,Defender,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
1072,Gina Kenta,Besancenot,1976,Mobile,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
1073,Dallas Chongkye,Timkovsky,1988,Panama,Defender,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
1074,Boijdar Michal,Yntema,1982,Beaumont,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
1075,Guilang Prasant,Clasen,1982,Fairbanks,Forward,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1076,Giuliano Nobuhiko,Roeseler,1994,St,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
1077,Vassilios Rildo,Cippico,1997,Green,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
1078,Ayal Waeil,Haining,1981,Wichita,Goalkeeper,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1079,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
1080,Curd Jussi,Shindo,1998,Seattle,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
1081,Masum Zhenbing,Kwasny,1982,Charleston,Forward,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
1082,Yili Junjie,Walrath,1988,Beaumont,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
1083,Nedo Sudarshan,Waldherr,1985,Sarasota,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
1084,Fortune Orestes,Waack,1989,Cape,Forward,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1085,Zhili Vinay,Molzberger,1981,Florence,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
1086,Omer Ponnarasu,Savaria,1976,Vancouver,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
1087,Gina Kenta,Besancenot,1976,Mobile,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
1088,Laird Capers,Aigrain,1990,Vail,Defender,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1089,Ernest Chiemi,Broch,1989,Birmingham,Defender,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
1090,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
1091,Surjatini Joohack,Spehner,1978,New,Midfield,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
1092,Ramakant Elgin,Schachter,1990,Sun,Midfield,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1093,Ichiang Hanan,Kappner,1993,Lyon,Goalkeeper,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
1094,Behcet Liu,Tomii,1991,Myrtle,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
1095,Leelanivas Domenico,Stolovitch,1975,Nassau,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
1096,Iko Fujio,Ducasse,1985,Dothan,Defender,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
1097,Toshiro Ryouichi,Nekvinda,1976,Great,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
1098,Abhaya Win,Senator,1978,El,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
1099,Mehryar Judi,Favre,1995,Amarillo,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
1100,Antonius Ard,Rikino,1975,Prague,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
1101,Mehryar Judi,Favre,1995,Amarillo,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
1102,Errol Cetin,Fabrizio,1978,Shreveport,Midfield,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
1103,Siranush Maris,Kameda,1982,Gainesville,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
1104,Dhabaleswar Atilio,Rahmat,1988,Newark,Midfield,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
1105,Anya Itaru,Ghezal,1977,Orlando,Defender,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
1106,Yatsutaka Oivind,Lebib,1998,Prague,Defender,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
1107,Steinar Sathis,Brugnano,1987,Tokyo,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
1108,Alfred Giovanni,Larab,1990,Colorado,Goalkeeper,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
1109,Ayal Waeil,Haining,1981,Wichita,Goalkeeper,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
1110,Renganathan Sihai,Godo,1989,Baton,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
1111,Graham Kukhamay,McCain,1989,Barcelona,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Vagan Smallwood
1112,Jianlin Guanghui,Rudstrom,1979,Des,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
1113,Lui Sherry,Osterloh,1983,Elko,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
1114,Sahrah Kimon,Muluszynski,1991,Gainesville,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
1115,Cherri Toshiaki,Musselman,1984,Valdosta,Goalkeeper,The New Saints F.C.,London,Santiago Bernabeu Stadium,2012,Mayan Tautenhahn
1116,Yibei Yousong,Berthiaume,1989,Prague,Forward,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
1117,Anke Ute,Weener,1995,Kiev,Defender,Juventus,Salvador,BMO Field,2012,IlYoung Giese
1118,Ernest Chiemi,Broch,1989,Birmingham,Defender,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
1119,Gang Vivekananda,Hofstetter,1983,Mobile,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1120,Rohan Sander,Rezende,1995,Providenciales,Midfield,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
1121,Andres Yahya,Wolin,1980,Istanbul,Goalkeeper,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
1122,Huu Shian,Abraham,1988,Albuquerque,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
1123,Oryal Tohru,Mikelsons,1997,Zihuatenejo,Forward,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
1124,Yerucham Yunming,Berrebi,1990,Dallas,Defender,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1125,Nalvo Shaygan,Handschuh,1996,Missoula,Midfield,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
1126,Lorrin Kazuki,Gabalda,1991,Veracruz,Midfield,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
1127,Felipe Gaetano,Nurmeev,1994,Windhoek,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
1128,Ryoichi Ilan,Togni,1992,Vienna,Forward,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
1129,Hongbing Kevin,Nozaka,1977,Berlin,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
1130,Noriyuki Audrey,Cun,1993,San,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
1131,Dallas Chongkye,Timkovsky,1988,Panama,Forward,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1132,Ezio Roslyn,Grems,1987,Toronto,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1133,Ravin Shengchang,Cucka,1990,San,Goalkeeper,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
1134,Peteris Yusuf,Maxson,1989,Tokyo,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2012,Atsuyuki Jayaprakash
1135,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2013,Soung Alt
1136,Abhaya Win,Senator,1978,El,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
1137,Abdalla Susannne,Hoare,1982,Gulfport,Defender,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
1138,Mahmut Vyjayanti,Dedood,1984,Mobile,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
1139,Nalvo Shaygan,Handschuh,1996,Missoula,Defender,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
1140,Siranush Maris,Kameda,1982,Gainesville,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
1141,Jianlin Guanghui,Rudstrom,1979,Des,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
1142,Zizette Polina,Herger,1980,El,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1143,Murat Luc,Kusakabe,1993,Cody,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1144,Bienvenido Hussein,Benaini,1992,Washington,Midfield,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
1145,Fortune Orestes,Waack,1989,Cape,Forward,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1146,Noriyuki Audrey,Cun,1993,San,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
1147,Graham Kukhamay,McCain,1989,Barcelona,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Vagan Smallwood
1148,Ayal Waeil,Haining,1981,Wichita,Goalkeeper,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1149,Sarangan Sreerama,Borgelt,1994,Baltimore,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
1150,Philip Sachio,Yoccoz,1975,Dayton,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
1151,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
1152,Masahisa Prabhav,Blaschek,1980,Indianapolis,Midfield,FC Nordsjelland,Moscow,Estadio da Luz,2011,Cees Gunal
1153,Vijay Ravindranath,Codenie,1985,Montreal,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
1154,Silvio Rogelio,Keskin,1988,Pasco,Defender,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
1155,Lundy Bharathi,Remp,1979,Elko,Forward,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
1156,Lundy Bharathi,Remp,1979,Elko,Forward,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
