oid,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
1653,Pierangela Sudha,Tulley,1986,Greensboro,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1654,Yili Junjie,Walrath,1988,Beaumont,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1655,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
1656,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
1657,Souri Bozena,Saloma,1996,Dothan,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1658,Giuliano Nobuhiko,Roeseler,1994,St,Forward,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
1659,Catuscia Ivo,Miles,1984,Guaymas,Defender,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
1660,Steinar Sathis,Brugnano,1987,Tokyo,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
1661,Woei Dongmo,Ogawa,1988,Aguascalientes,Defender,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2011,Ryouji Dare
1662,Petko Maogang,Usha,1986,Nice,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
1663,Noriyuki Audrey,Cun,1993,San,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
1664,Murat Luc,Kusakabe,1993,Cody,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1665,Vishwani Konrad,Dingle,1983,Casper,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
1666,Rahim Barton,Kawakami,1993,Billings,Defender,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
1667,Elfriede Zin,Macgregor,1984,Bucharest,Goalkeeper,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
1668,Jianlin Guanghui,Rudstrom,1979,Des,Defender,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
1669,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
1670,Lundy Bharathi,Remp,1979,Elko,Forward,New York Red Bulls,Solna,Balaidos,2011,Jiangling Micheaux
1671,Zengping Alissa,Touretzky,1983,Roanoke,Goalkeeper,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2014,Ahsan Kliger
1672,Lundy Bharathi,Remp,1979,Elko,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
1673,Mieke Yoshikane,Roussille,1985,Abidjan,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
1674,Elham Roy,Kupper,1997,Toledo,Midfield,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
1675,Dagmar Marilde,Shackel,1985,Memphis,Goalkeeper,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
1676,Murat Luc,Kusakabe,1993,Cody,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1677,Hongsing Marla,Kubicka,1993,Barcelona,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
1678,Tatuo Bongki,Scofield,1992,Birmingham,Forward,FC Bayern Munich,Seattle,San Siro Stadium,2014,Shigetomo Abbas
1679,Farshid Zubin,Seppanen,1983,Washington,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
1680,Ramakant Elgin,Schachter,1990,Sun,Midfield,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1681,Kristian Britta,Vieri,1978,Prague,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1682,Rastislav Stevo,Bellosta,1976,Cozumel,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
1683,Yibei Yousong,Berthiaume,1989,Prague,Forward,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
1684,Pierre Bella,Strohmeir,1986,Jackson,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
1685,Farzan Jakob,Onaga,1988,Huntington,Midfield,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
1686,Jeroen Yiyun,Henriksson,1981,Tri,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1687,Guardian Yongjoon,Pierro,1994,Chattanooga,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
1688,Surjatini Joohack,Spehner,1978,New,Midfield,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
1689,Boijdar Michal,Yntema,1982,Beaumont,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
1690,Luitpold Avra,Guyton,1981,Des,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
1691,Masahisa Prabhav,Blaschek,1980,Indianapolis,Midfield,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
1692,Shigeo Jitender,Ruckebusch,1997,Gainesville,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
1693,Nedo Sudarshan,Waldherr,1985,Sarasota,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
1694,Yasusi Seongyeol,Clemm,1997,Des,Defender,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
1695,Karan Spyridon,Heiserman,1986,Vancouver,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
1696,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
1697,Kristian Britta,Vieri,1978,Prague,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2012,Aiqun Levergood
1698,Yadran Mechthild,Rayne,1983,South,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1699,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2013,Atsuyuki Jayaprakash
1700,Vishwani Konrad,Dingle,1983,Casper,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
1701,Toshiro Ryouichi,Nekvinda,1976,Great,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
1702,Graham Kukhamay,McCain,1989,Barcelona,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
1703,Martii Mischa,Matyska,1978,Pasco,Goalkeeper,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
1704,Philip Sachio,Yoccoz,1975,Dayton,Forward,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
1705,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
1706,Jianlin Guanghui,Rudstrom,1979,Des,Defender,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
1707,Sylvie Nathalie,Yang,1983,Long,Goalkeeper,New York Red Bulls,Solna,Balaidos,2011,Jiangling Micheaux
1708,Geraud Pat,Sherratt,1976,Wilkes,Midfield,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
1709,Zizette Polina,Herger,1980,El,Goalkeeper,Seattle Sounders,Dortmund,Stadio San Paolo,2014,Aiqun Levergood
1710,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Boavista F.C.,Naples,Veltins-Arena,2010,Duckyoung Padhye
1711,Martii Mischa,Matyska,1978,Pasco,Goalkeeper,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
1712,Gesine Tilmann,Cagman,1996,Corpus,Midfield,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
1713,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2010,Veit Luks
1714,Peteris Yusuf,Maxson,1989,Tokyo,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
1715,Eleftherios Maxwell,Bollman,1986,Brussels,Defender,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
1716,Masahisa Prabhav,Blaschek,1980,Indianapolis,Midfield,FC Nordsjelland,Moscow,Estadio da Luz,2011,Cees Gunal
1717,Ezio Roslyn,Grems,1987,Toronto,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1718,Athushi Belli,Gull,1977,Key,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
1719,Maggie Zhiqiang,Dabipi,1980,La,Goalkeeper,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
1720,Athushi Belli,Gull,1977,Key,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
1721,Judy Brant,Prenel,1978,Worcester,Goalkeeper,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
1722,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
1723,Anke Ute,Weener,1995,Kiev,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
1724,Geraud Pat,Sherratt,1976,Wilkes,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
1725,Rahim Barton,Kawakami,1993,Billings,Midfield,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
1726,Lundy Bharathi,Remp,1979,Elko,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2014,Shigetomo Abbas
1727,Christopher Stamos,Munster,1993,Berlin,Defender,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
1728,Toshiro Ryouichi,Nekvinda,1976,Great,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
1729,Ryoichi Ilan,Togni,1992,Vienna,Midfield,Juventus,Salvador,BMO Field,2012,IlYoung Giese
1730,Yili Junjie,Walrath,1988,Beaumont,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1731,Jeroen Yiyun,Henriksson,1981,Tri,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1732,Chitresh Harlan,Babb,1991,Copenhagen,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
1733,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2013,Atsuyuki Jayaprakash
1734,Laird Capers,Aigrain,1990,Vail,Defender,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1735,Dallas Chongkye,Timkovsky,1988,Panama,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
1736,Corentin Luping,Gevinti,1979,Amarillo,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1737,Chitresh Harlan,Babb,1991,Copenhagen,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
1738,Hiroyuke Hagbal,Ro;dl,1992,Montgomery,Goalkeeper,Royal Antwerp F.C.,Salvador,BMO Field,2011,Rashi Papadourakis
1739,Nili Reese,Kopanas,1975-*,Augusta,Goalkeeper,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1740,Tatsuro Kamaljit,Specker,1994,Shreveport,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
1741,Osmar Norton,Gove,1975,Paris,Defender-*,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
1742,Osten Bian,Gotoda,1993,Wilmington,Midfield,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich-*,2010,Masum Kasprzak
1743,Lundy Bharathi,Remp,1979,Elko,Forward,New York Red Bulls,Solna,Balaidos,2011,Jiangling Micheaux
1744,Osmar Norton,Gove,1975-*,Paris,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Masum Kasprzak
1745,Saydean Eiichi,Alpuente,1983,Asheville,Forward,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
1746,Pitro Melek,Poulin,1975-*,Buffalo,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
1747,Klaus Nicu,Strevell,1979,Roanoke,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
1748,Jianlin Guanghui,Rudstrom,1979,Des,Defender,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
1749,Izak Monte,Mattison,1992,Budapest,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
1750,Shunge Wop,Latch,1982,Guatemala,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1751,Gesine Tilmann,Cagman,1996,Corpus,Midfield,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
1752,Yerucham Yunming,Berrebi,1990,Dallas,Defender,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1753,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
1754,Otthein Naftaly,Hogan,1976,Salvador,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
1755,Izak Monte,Mattison,1992,Budapest,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
1756,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
1757,Magne Chihping,Jungst,1990,Durban,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1758,Woei Dongmo,Ogawa,1988,Aguascalientes,Defender,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2011,Ryouji Dare
1759,Roger Kazi,Kraetzl,1990,Macon,Midfield,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2014,Ahsan Kliger
1760,Ryoichi Ilan,Togni,1992,Vienna,Forward,West Ham United F.C.,Solna,Balaidos,2014,Aiqun Levergood
1761,Ramakant Elgin,Schachter,1990,Sun,Midfield,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1762,Asis Sinisa,Hennebert,1986,Elko,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1763,Rahim Barton,Kawakami,1993,Billings,Defender,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
1764,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Boavista F.C.,Naples,Veltins-Arena,2010,Duckyoung Padhye
1765,Martii Mischa,Matyska,1978,Pasco,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
1766,Magne Chihping,Jungst,1990,Durban,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1767,Yuiko Adele,Gnutzmann,1993,Beaumont,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
1768,Lui Sherry,Osterloh,1983,Elko,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
1769,Thodoros PeiZong,Balfanz,1983,Indianapolis,Forward,FC Midtjylland,Houston,Stade Louis II,2011,Nabih Rios
1770,Yatsutaka Oivind,Lebib,1998,Prague,Defender,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
1771,Mehryar Judi,Favre,1995,Amarillo,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
1772,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
1773,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1774,Horace Gunnvald,Danneberg,1993,Guatemala,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
1775,Nili Reese,Kopanas,1975-*,Augusta,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
1776,Yasubumi Friedemann,Nobauer,1984,Louisville,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1777,Mehryar Judi,Favre,1995,Amarillo,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
1778,Gennadi Ciprian,Kubicar,1995,Madrid,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
1779,Chase Jed,Pascual,1984,Caracas,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
1780,Chitresh Harlan,Babb,1991,Copenhagen,Defender,FC Nordsjelland,Moscow,Estadio da Luz,2011,Cees Gunal
1781,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
1782,Jim Jaak,Tchernykh,1990,Toulouse,Midfield,Juventus,Salvador,BMO Field,2012,IlYoung Giese
1783,Gernod Sowmitri,Harloff,1991,Monterrey,Forward,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2011,Ryouji Dare
1784,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2013,Soung Alt
1785,Chitresh Harlan,Babb,1991,Copenhagen,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
1786,Dallan Yoshioki,Nuzman,1990,Casper,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
1787,Baoling Takehiro,Astor,1977,Gulfport,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
1788,Guilang Prasant,Clasen,1982,Fairbanks,Forward,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1789,Zengping Alissa,Touretzky,1983,Roanoke,Goalkeeper,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2014,Ahsan Kliger
1790,Chitresh Harlan,Babb,1991,Copenhagen,Defender,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
1791,Petru Bapiraju,Harbison,1984,Lome,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
1792,Philip Sachio,Yoccoz,1975,Dayton,Forward-*,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
1793,Matthey Toshihisa,Bowhill,1983,Colorado,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1794,Wendie Benson,Brunk,1996,Ouagadougou,Defender,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
1795,Matthey Toshihisa,Bowhill,1983,Colorado,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2013,Amandio Klosowski
1796,Kristian Britta,Vieri,1978,Prague,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1797,Ernest Chiemi,Broch,1989,Birmingham,Defender,West Ham United F.C.,Solna,Balaidos,2014,Aiqun Levergood
1798,Laird Capers,Aigrain,1990,Vail,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Vagan Smallwood
1799,Errol Cetin,Fabrizio,1978,Shreveport,Goalkeeper,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich-*,2010,Masum Kasprzak
1800,Hing Seichi,Kehrer,1990,Conakry,Midfield,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
1801,Baoling Takehiro,Astor,1977,Gulfport,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
1802,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1803,Annabelle Katsunori,Rouchaleau,1994,Wilmington,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
1804,Pierangela Sudha,Tulley,1986,Greensboro,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
1805,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
1806,Shunge Wop,Latch,1982,Guatemala,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1807,Ayal Waeil,Haining,1981,Wichita,Goalkeeper,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1808,Ludomir Franziska,Hinnebusch,1989,White,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
1809,Mehryar Judi,Favre,1995,Amarillo,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
1810,Surjatini Joohack,Spehner,1978,New,Midfield,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
1811,Hichum Ashok,Leifker,1984,Monroe,Goalkeeper,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
1812,Suphachai Tsukasa,Neuwirth,1993,Nashville,Defender,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
1813,Fortune Orestes,Waack,1989,Cape,Forward,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
1814,Lorraine Hussein,Sokolin,1993,Idaho,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
1815,Ryoichi Ilan,Togni,1992,Vienna,Forward,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
1816,Mazin Emeka,Milicia,1989,New,Midfield,New York Red Bulls,Solna,Balaidos,2011,Jiangling Micheaux
1817,Osten Bian,Gotoda,1993,Wilmington,Midfield,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich-*,2010,Masum Kasprzak
1818,Murat Luc,Kusakabe,1993,Cody,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
1819,Rohan Sander,Rezende,1995,Providenciales,Forward,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
1820,Hing Seichi,Kehrer,1990,Conakry,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
1821,Kioumars Junbo,Kavvadias,1990,Beaumont,Forward,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
1822,Dongmyun Samuel,Corvi,1991,Portland,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
1823,Nicol Kathrin,Badache,1994,Key,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich-*,2010,Masum Kasprzak
1824,Sahin Owen,Palomar,1984,Monroe,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
1825,Ludomir Franziska,Hinnebusch,1989,White,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
1826,Setsuo Gay,Preas,1980,South,Goalkeeper,New York Red Bulls,Solna,Balaidos,2011,Jiangling Micheaux
1827,Chitresh Harlan,Babb,1991,Copenhagen,Defender,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
1828,Alison Pierdaniele,Knauff,1992,Mobile,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
1829,Errol Cetin,Fabrizio,1978,Shreveport,Goalkeeper,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich-*,2010,Masum Kasprzak
1830,Andres Yahya,Wolin,1980,Istanbul,Goalkeeper,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
1831,Errol Cetin,Fabrizio,1978,Shreveport,Goalkeeper,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich-*,2010,Masum Kasprzak
1832,Salim Uday,Buttyan,1986,Beaumont,Goalkeeper,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
1833,Vijay Ravindranath,Codenie,1985,Montreal,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
1834,Myla Nikolaus,Goni,1995,Budapest,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
1835,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2013,Soung Alt
1836,Osmar Norton,Gove,1975,Paris,Defender-*,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
1837,Guisseppi Abdelmadjid,Newstead,1994,Istanbul,Midfield,Juventus,Salvador,BMO Field,2012,IlYoung Giese
1838,Salim Uday,Buttyan,1986,Beaumont,Goalkeeper,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
1839,Ryoichi Ilan,Togni,1992,Vienna,Forward,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
1840,Farzan Jakob,Onaga,1988,Huntington,Midfield,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
1841,Gang Vivekananda,Hofstetter,1983,Mobile,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
1842,Silvio Rogelio,Keskin,1988,Pasco,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
1843,Hideaki Sava,Burtschick,1988,Guatemala,Defender,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
1844,Behcet Liu,Tomii,1991,Myrtle,Forward,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
1845,Philip Sachio,Yoccoz,1975,Dayton,Forward-*,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
1846,Munir Sajal,Bottreau,1982,Charleston,Defender,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
1847,Jialin Huan,Rensink,1976,Billings,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Henryk Kochs
1848,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
1849,Huu Shian,Abraham,1988,Albuquerque,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
